city,date,kind,thr,unit,observed,implied,mkt,outcome,side,pnl,gross,vol
Hong Kong,2026-07-01,LT,26.0,C,31.7,0.0011,0.0025,0.0,NO,-0.0175,0.0025,19631.582272000003
Hong Kong,2026-07-01,BUCKET,27.0,C,31.7,0.0056,0.003,0.0,YES,-0.023,-0.003,13411.879166
Hong Kong,2026-07-01,BUCKET,28.0,C,31.7,0.0231,0.0005,0.0,YES,-0.0205,-0.0005,10530.298272
Hong Kong,2026-07-01,BUCKET,29.0,C,31.7,0.0679,0.0055,0.0,YES,-0.0255,-0.0055,13025.777693000007
Hong Kong,2026-07-01,BUCKET,30.0,C,31.7,0.1423,0.007,0.0,YES,-0.027,-0.007,15362.262902000008
Hong Kong,2026-07-01,BUCKET,31.0,C,31.7,0.213,0.0395,0.0,YES,-0.0595,-0.0395,46385.032402000004
Hong Kong,2026-07-01,BUCKET,32.0,C,31.7,0.2279,0.355,0.0,NO,0.335,0.355,40829.51579999997
Hong Kong,2026-07-01,BUCKET,33.0,C,31.7,0.1741,0.515,1.0,NO,-0.505,-0.485,43736.54553800015
Hong Kong,2026-07-01,BUCKET,34.0,C,31.7,0.0951,0.095,0.0,YES,-0.115,-0.095,58752.61739300002
Hong Kong,2026-07-01,BUCKET,35.0,C,31.7,0.0371,0.011,0.0,YES,-0.031,-0.011,11306.185649999992
Hong Kong,2026-07-01,GT,36.0,C,31.7,0.0127,0.0015,0.0,YES,-0.0215,-0.0015,5547.264759000003
Atlanta,2026-07-01,LT,85.0,F,91.8,0.0198,0.0025,0.0,YES,-0.0225,-0.0025,994.6371439999999
Atlanta,2026-07-01,BUCKET,86.0,F,91.8,0.0219,0.0075,0.0,YES,-0.0275,-0.0075,2948.5652029999997
Atlanta,2026-07-01,BUCKET,88.0,F,91.8,0.0604,0.033,0.0,YES,-0.053,-0.033,3299.3277049999992
Atlanta,2026-07-01,BUCKET,90.0,F,91.8,0.1093,0.075,0.0,YES,-0.095,-0.075,8427.179099
Atlanta,2026-07-01,BUCKET,92.0,F,91.8,0.1295,0.265,0.0,NO,0.245,0.265,5649.769991999999
Atlanta,2026-07-01,BUCKET,94.0,F,91.8,0.1005,0.415,1.0,NO,-0.605,-0.585,8035.930933000006
Atlanta,2026-07-01,BUCKET,96.0,F,91.8,0.051,0.15,0.0,NO,0.13,0.15,7022.824000000003
Atlanta,2026-07-01,BUCKET,98.0,F,91.8,0.017,0.032,0.0,NO,0.012,0.032,3266.6039420000016
Atlanta,2026-07-01,BUCKET,100.0,F,91.8,0.0037,0.0105,0.0,NO,-0.0095,0.0105,3016.526707
Atlanta,2026-07-01,BUCKET,102.0,F,91.8,0.0005,0.006,0.0,NO,-0.014,0.006,3984.088364
Atlanta,2026-07-01,GT,104.0,F,91.8,0.0001,0.0065,0.0,NO,-0.0135,0.0065,2412.659886
Miami,2026-07-01,LT,83.0,F,89.5,0.025,0.0065,0.0,YES,-0.0265,-0.0065,3656.4413299999997
Miami,2026-07-01,BUCKET,84.0,F,89.5,0.0262,0.005,0.0,YES,-0.025,-0.005,1842.178913
Miami,2026-07-01,BUCKET,86.0,F,89.5,0.0679,0.012,0.0,YES,-0.032,-0.012,2259.94581
Miami,2026-07-01,BUCKET,88.0,F,89.5,0.1152,0.08,0.0,YES,-0.1,-0.08,8675.454246
Miami,2026-07-01,BUCKET,90.0,F,89.5,0.1281,0.455,0.0,NO,0.435,0.455,13896.462279
Miami,2026-07-01,BUCKET,92.0,F,89.5,0.0932,0.375,1.0,NO,-0.645,-0.625,13152.552360000012
Miami,2026-07-01,BUCKET,94.0,F,89.5,0.0444,0.0905,0.0,NO,0.0705,0.0905,8146.490139000001
Miami,2026-07-01,BUCKET,96.0,F,89.5,0.0139,0.013,0.0,YES,-0.033,-0.013,4623.341996000002
Miami,2026-07-01,BUCKET,98.0,F,89.5,0.0028,0.0035,0.0,NO,-0.0165,0.0035,3752.825030000002
Miami,2026-07-01,BUCKET,100.0,F,89.5,0.0004,0.0035,0.0,NO,-0.0165,0.0035,4394.872742
Miami,2026-07-01,GT,102.0,F,89.5,0.0,0.002,0.0,NO,-0.018,0.002,867.402
Kuala Lumpur,2026-07-01,LT,26.0,C,30.3,0.0127,0.0005,0.0,YES,-0.0205,-0.0005,14906.261467
Kuala Lumpur,2026-07-01,BUCKET,27.0,C,30.3,0.0371,0.0005,0.0,YES,-0.0205,-0.0005,10777.568500000001
Kuala Lumpur,2026-07-01,BUCKET,28.0,C,30.3,0.0951,0.001,0.0,YES,-0.021,-0.001,11288.552029
Kuala Lumpur,2026-07-01,BUCKET,29.0,C,30.3,0.1741,0.0005,0.0,YES,-0.0205,-0.0005,8143.023870000001
Kuala Lumpur,2026-07-01,BUCKET,30.0,C,30.3,0.2279,0.014,0.0,YES,-0.034,-0.014,21610.832344000006
Kuala Lumpur,2026-07-01,BUCKET,31.0,C,30.3,0.213,0.075,0.0,YES,-0.095,-0.075,13936.253992000004
Kuala Lumpur,2026-07-01,BUCKET,32.0,C,30.3,0.1423,0.29,0.0,NO,0.27,0.29,16917.96199700001
Kuala Lumpur,2026-07-01,BUCKET,33.0,C,30.3,0.0679,0.425,1.0,NO,-0.595,-0.575,8024.823020999997
Kuala Lumpur,2026-07-01,BUCKET,34.0,C,30.3,0.0231,0.195,0.0,NO,0.175,0.195,5832.817382999998
Kuala Lumpur,2026-07-01,BUCKET,35.0,C,30.3,0.0056,0.0005,0.0,YES,-0.0205,-0.0005,2812.364745
Kuala Lumpur,2026-07-01,GT,36.0,C,30.3,0.0011,0.0005,0.0,YES,-0.0205,-0.0005,2255.277933
Sao Paulo,2026-07-01,LT,21.0,C,26.2,0.0028,0.003,0.0,NO,-0.017,0.003,2512.2314490000003
Sao Paulo,2026-07-01,BUCKET,22.0,C,26.2,0.0119,0.0035,0.0,YES,-0.0235,-0.0035,3917.051374
Sao Paulo,2026-07-01,BUCKET,23.0,C,26.2,0.0414,0.0045,0.0,YES,-0.0245,-0.0045,1907.7348649999994
Sao Paulo,2026-07-01,BUCKET,24.0,C,26.2,0.1025,0.0085,0.0,YES,-0.0285,-0.0085,2935.398803
Sao Paulo,2026-07-01,BUCKET,25.0,C,26.2,0.1816,0.0445,0.0,YES,-0.0645,-0.0445,4968.882746999999
Sao Paulo,2026-07-01,BUCKET,26.0,C,26.2,0.2298,0.155,0.0,YES,-0.175,-0.155,12435.529019000003
Sao Paulo,2026-07-01,BUCKET,27.0,C,26.2,0.2077,0.385,1.0,NO,-0.635,-0.615,11866.503903000008
Sao Paulo,2026-07-01,BUCKET,28.0,C,26.2,0.1342,0.315,0.0,NO,0.295,0.315,6068.885489
Sao Paulo,2026-07-01,BUCKET,29.0,C,26.2,0.0619,0.095,0.0,NO,0.075,0.095,3906.8757990000004
Sao Paulo,2026-07-01,BUCKET,30.0,C,26.2,0.0204,0.0155,0.0,YES,-0.0355,-0.0155,3650.9534360000002
Sao Paulo,2026-07-01,GT,31.0,C,26.2,0.0057,0.0105,0.0,NO,-0.0095,0.0105,3290.826047
Busan,2026-07-01,LT,23.0,C,22.3,0.7599,0.5095,1.0,YES,0.4705,0.4905,12243.644073000005
Busan,2026-07-01,BUCKET,24.0,C,22.3,0.1423,0.315,0.0,NO,0.295,0.315,5390.528054999999
Busan,2026-07-01,BUCKET,25.0,C,22.3,0.0679,0.145,0.0,NO,0.125,0.145,9335.051222999997
Busan,2026-07-01,BUCKET,26.0,C,22.3,0.0231,0.0215,0.0,YES,-0.0415,-0.0215,7661.781156999999
Busan,2026-07-01,BUCKET,27.0,C,22.3,0.0056,0.005,0.0,YES,-0.025,-0.005,4685.297455
Busan,2026-07-01,BUCKET,28.0,C,22.3,0.001,0.006,0.0,NO,-0.014,0.006,3334.849653
Busan,2026-07-01,BUCKET,29.0,C,22.3,0.0001,0.0015,0.0,NO,-0.0185,0.0015,2524.4910069999987
Busan,2026-07-01,BUCKET,30.0,C,22.3,0.0,0.0015,0.0,NO,-0.0185,0.0015,1845.8904989999992
Busan,2026-07-01,BUCKET,31.0,C,22.3,0.0,0.0025,0.0,NO,-0.0175,0.0025,4704.584328999999
Busan,2026-07-01,BUCKET,32.0,C,22.3,0.0,0.002,0.0,NO,-0.018,0.002,3349.499521
Busan,2026-07-01,GT,33.0,C,22.3,0.0,0.0015,0.0,NO,-0.0185,0.0015,1657.2390750000002
NYC,2026-07-01,LT,85.0,F,96.4,0.0002,0.004,0.0,NO,-0.016,0.004,5778.681329
NYC,2026-07-01,BUCKET,86.0,F,96.4,0.0004,0.008,0.0,NO,-0.012,0.008,11918.092442999998
NYC,2026-07-01,BUCKET,88.0,F,96.4,0.0031,0.009,0.0,NO,-0.011,0.009,11556.872159999983
NYC,2026-07-01,BUCKET,90.0,F,96.4,0.0149,0.1455,0.0,NO,0.1255,0.1455,23743.123703000005
NYC,2026-07-01,BUCKET,92.0,F,96.4,0.0466,0.335,1.0,NO,-0.685,-0.665,24551.27845100003
NYC,2026-07-01,BUCKET,94.0,F,96.4,0.0957,0.355,0.0,NO,0.335,0.355,18046.860360999974
NYC,2026-07-01,BUCKET,96.0,F,96.4,0.1287,0.125,0.0,YES,-0.145,-0.125,12742.928261000006
NYC,2026-07-01,BUCKET,98.0,F,96.4,0.1133,0.03,0.0,YES,-0.05,-0.03,21508.084585000004
NYC,2026-07-01,BUCKET,100.0,F,96.4,0.0654,0.0135,0.0,YES,-0.0335,-0.0135,13922.610891999999
NYC,2026-07-01,BUCKET,102.0,F,96.4,0.0247,0.0075,0.0,YES,-0.0275,-0.0075,4751.9025900000015
NYC,2026-07-01,GT,104.0,F,96.4,0.0102,0.0035,0.0,YES,-0.0235,-0.0035,2383.6274309999994
Toronto,2026-07-01,LT,29.0,C,35.9,0.0001,0.002,0.0,NO,-0.018,0.002,2363.0845
Toronto,2026-07-01,BUCKET,30.0,C,35.9,0.0007,0.0055,0.0,NO,-0.0145,0.0055,2680.1144919999997
Toronto,2026-07-01,BUCKET,31.0,C,35.9,0.0041,0.004,0.0,YES,-0.024,-0.004,1207.346248
Toronto,2026-07-01,BUCKET,32.0,C,35.9,0.0179,0.0055,0.0,YES,-0.0255,-0.0055,1678.324897
Toronto,2026-07-01,BUCKET,33.0,C,35.9,0.0563,0.0175,0.0,YES,-0.0375,-0.0175,2398.1012670000005
Toronto,2026-07-01,BUCKET,34.0,C,35.9,0.1261,0.155,0.0,NO,0.135,0.155,3883.1182670000007
Toronto,2026-07-01,BUCKET,35.0,C,35.9,0.2019,0.335,0.0,NO,0.315,0.335,8498.874296999998
Toronto,2026-07-01,BUCKET,36.0,C,35.9,0.2309,0.325,1.0,NO,-0.695,-0.675,7076.278462
Toronto,2026-07-01,BUCKET,37.0,C,35.9,0.1888,0.145,0.0,YES,-0.165,-0.145,5186.996050000004
Toronto,2026-07-01,BUCKET,38.0,C,35.9,0.1102,0.038,0.0,YES,-0.058,-0.038,5819.523755000001
Toronto,2026-07-01,GT,39.0,C,35.9,0.0631,0.0065,0.0,YES,-0.0265,-0.0065,5015.202763999998
Panama City,2026-07-01,LT,27.0,C,33.0,0.0006,0.005,0.0,NO,-0.015,0.005,3132.876518000001
Panama City,2026-07-01,BUCKET,28.0,C,33.0,0.0035,0.008,0.0,NO,-0.012,0.008,1909.4388079999999
Panama City,2026-07-01,BUCKET,29.0,C,33.0,0.0157,0.009,0.0,YES,-0.029,-0.009,1750.735066
Panama City,2026-07-01,BUCKET,30.0,C,33.0,0.0509,0.0305,0.0,YES,-0.0505,-0.0305,2395.6173949999998
Panama City,2026-07-01,BUCKET,31.0,C,33.0,0.1181,0.13,0.0,NO,0.11,0.13,4130.84217
Panama City,2026-07-01,BUCKET,32.0,C,33.0,0.1955,0.245,0.0,NO,0.225,0.245,6313.4376170000005
Panama City,2026-07-01,BUCKET,33.0,C,33.0,0.2313,0.415,0.0,NO,0.395,0.415,14167.706507
Panama City,2026-07-01,BUCKET,34.0,C,33.0,0.1955,0.18,1.0,YES,0.8,0.82,5722.953890000001
Panama City,2026-07-01,BUCKET,35.0,C,33.0,0.1181,0.0315,0.0,YES,-0.0515,-0.0315,2423.71019
Panama City,2026-07-01,BUCKET,36.0,C,33.0,0.0509,0.006,0.0,YES,-0.026,-0.006,1638.9674369999998
Panama City,2026-07-01,GT,37.0,C,33.0,0.0198,0.004,0.0,YES,-0.024,-0.004,1964.6640499999999
Shanghai,2026-07-01,LT,21.0,C,26.3,0.0024,0.0035,0.0,NO,-0.0165,0.0035,30861.89217900001
Shanghai,2026-07-01,BUCKET,22.0,C,26.3,0.0103,0.0045,0.0,YES,-0.0245,-0.0045,22116.832064999995
Shanghai,2026-07-01,BUCKET,23.0,C,26.3,0.0371,0.0125,0.0,YES,-0.0325,-0.0125,34352.88882700001
Shanghai,2026-07-01,BUCKET,24.0,C,26.3,0.0951,0.0555,0.0,YES,-0.0755,-0.0555,59362.868875000015
Shanghai,2026-07-01,BUCKET,25.0,C,26.3,0.1741,0.24,0.0,NO,0.22,0.24,82652.001163
Shanghai,2026-07-01,BUCKET,26.0,C,26.3,0.2279,0.39,1.0,NO,-0.63,-0.61,63564.74940299999
Shanghai,2026-07-01,BUCKET,27.0,C,26.3,0.213,0.235,0.0,NO,0.215,0.235,28193.859763000044
Shanghai,2026-07-01,BUCKET,28.0,C,26.3,0.1423,0.1,0.0,YES,-0.12,-0.1,21620.48404000001
Shanghai,2026-07-01,BUCKET,29.0,C,26.3,0.0679,0.0215,0.0,YES,-0.0415,-0.0215,17941.338151999982
Shanghai,2026-07-01,BUCKET,30.0,C,26.3,0.0231,0.0075,0.0,YES,-0.0275,-0.0075,8733.299819999997
Shanghai,2026-07-01,GT,31.0,C,26.3,0.0067,0.0045,0.0,YES,-0.0245,-0.0045,6637.860602999996
San Francisco,2026-07-01,LT,57.0,F,64.0,0.0168,0.0045,0.0,YES,-0.0245,-0.0045,3900.2469729999993
San Francisco,2026-07-01,BUCKET,58.0,F,64.0,0.0193,0.0075,0.0,YES,-0.0275,-0.0075,2546.369692
San Francisco,2026-07-01,BUCKET,60.0,F,64.0,0.0557,0.015,0.0,YES,-0.035,-0.015,2573.41164
San Francisco,2026-07-01,BUCKET,62.0,F,64.0,0.105,0.0305,0.0,YES,-0.0505,-0.0305,2974.9647249999994
San Francisco,2026-07-01,BUCKET,64.0,F,64.0,0.1298,0.105,0.0,YES,-0.125,-0.105,7426.318324000002
San Francisco,2026-07-01,BUCKET,66.0,F,64.0,0.105,0.29,0.0,NO,0.27,0.29,9205.362036000004
San Francisco,2026-07-01,BUCKET,68.0,F,64.0,0.0557,0.325,0.0,NO,0.305,0.325,23343.642679999983
San Francisco,2026-07-01,BUCKET,70.0,F,64.0,0.0193,0.14,1.0,NO,-0.88,-0.86,10966.85267099999
San Francisco,2026-07-01,BUCKET,72.0,F,64.0,0.0044,0.0655,0.0,NO,0.0455,0.0655,8372.611258
San Francisco,2026-07-01,BUCKET,74.0,F,64.0,0.0007,0.0185,0.0,NO,-0.0015,0.0185,5104.536737000001
San Francisco,2026-07-01,GT,76.0,F,64.0,0.0001,0.0025,0.0,NO,-0.0175,0.0025,2225.8237209999998
NYC,2026-07-01,LT,63.0,F,96.4,0.0,0.004,0.0,NO,-0.016,0.004,967.9560190000001
NYC,2026-07-01,BUCKET,64.0,F,96.4,0.0,0.0045,0.0,NO,-0.0155,0.0045,9295.78738199998
NYC,2026-07-01,BUCKET,66.0,F,96.4,0.0,0.0025,0.0,NO,-0.0175,0.0025,5445.3917889999975
NYC,2026-07-01,BUCKET,68.0,F,96.4,0.0,0.0065,0.0,NO,-0.0135,0.0065,2261.5412690000003
NYC,2026-07-01,BUCKET,70.0,F,96.4,0.0,0.037,0.0,NO,0.017,0.037,2178.1383709999996
NYC,2026-07-01,BUCKET,72.0,F,96.4,0.0,0.085,0.0,NO,0.065,0.085,5045.078294999999
NYC,2026-07-01,BUCKET,74.0,F,96.4,0.0,0.36,0.0,NO,0.34,0.36,7436.457333000002
NYC,2026-07-01,BUCKET,76.0,F,96.4,0.0,0.28,1.0,NO,-0.74,-0.72,13420.072394999996
NYC,2026-07-01,BUCKET,78.0,F,96.4,0.0,0.105,0.0,NO,0.085,0.105,6051.975915
NYC,2026-07-01,BUCKET,80.0,F,96.4,0.0,0.0255,0.0,NO,0.0055,0.0255,5240.770684000002
NYC,2026-07-01,GT,82.0,F,96.4,1.0,0.012,0.0,YES,-0.032,-0.012,2851.3846030000004
Beijing,2026-07-01,LT,27.0,C,31.1,0.0171,0.0085,0.0,YES,-0.0285,-0.0085,10425.816423999999
Beijing,2026-07-01,BUCKET,28.0,C,31.1,0.046,0.025,0.0,YES,-0.045,-0.025,20980.83882400001
Beijing,2026-07-01,BUCKET,29.0,C,31.1,0.1102,0.09,0.0,YES,-0.11,-0.09,19077.939595000018
Beijing,2026-07-01,BUCKET,30.0,C,31.1,0.1888,0.25,0.0,NO,0.23,0.25,10692.035822999997
Beijing,2026-07-01,BUCKET,31.0,C,31.1,0.2309,0.37,1.0,NO,-0.65,-0.63,14576.109653000003
Beijing,2026-07-01,BUCKET,32.0,C,31.1,0.2019,0.235,0.0,NO,0.215,0.235,10016.139746000004
Beijing,2026-07-01,BUCKET,33.0,C,31.1,0.1261,0.0795,0.0,YES,-0.0995,-0.0795,5030.424659999997
Beijing,2026-07-01,BUCKET,34.0,C,31.1,0.0563,0.014,0.0,YES,-0.034,-0.014,4880.764806999999
Beijing,2026-07-01,BUCKET,35.0,C,31.1,0.0179,0.0065,0.0,YES,-0.0265,-0.0065,4528.190048999998
Beijing,2026-07-01,BUCKET,36.0,C,31.1,0.0041,0.002,0.0,YES,-0.022,-0.002,5482.190922000003
Beijing,2026-07-01,GT,37.0,C,31.1,0.0007,0.0015,0.0,NO,-0.0185,0.0015,4715.615560000003
Wuhan,2026-07-01,LT,24.0,C,30.7,0.0001,0.005,0.0,NO,-0.015,0.005,19567.125524000003
Wuhan,2026-07-01,BUCKET,25.0,C,30.7,0.001,0.0055,0.0,NO,-0.0145,0.0055,9470.636711999996
Wuhan,2026-07-01,BUCKET,26.0,C,30.7,0.0056,0.007,0.0,NO,-0.013,0.007,6653.1512680000005
Wuhan,2026-07-01,BUCKET,27.0,C,30.7,0.0231,0.0205,0.0,YES,-0.0405,-0.0205,12132.602488000004
Wuhan,2026-07-01,BUCKET,28.0,C,30.7,0.0679,0.115,0.0,NO,0.095,0.115,6836.521542999998
Wuhan,2026-07-01,BUCKET,29.0,C,30.7,0.1423,0.235,0.0,NO,0.215,0.235,5817.155511999999
Wuhan,2026-07-01,BUCKET,30.0,C,30.7,0.213,0.335,0.0,NO,0.315,0.335,7496.222279000008
Wuhan,2026-07-01,BUCKET,31.0,C,30.7,0.2279,0.206,1.0,YES,0.774,0.794,15114.982682000002
Wuhan,2026-07-01,BUCKET,32.0,C,30.7,0.1741,0.0975,0.0,YES,-0.1175,-0.0975,6768.884757999998
Wuhan,2026-07-01,BUCKET,33.0,C,30.7,0.0951,0.009,0.0,YES,-0.029,-0.009,5910.520469999999
Wuhan,2026-07-01,GT,34.0,C,30.7,0.0498,0.0055,0.0,YES,-0.0255,-0.0055,10437.006439000003
Chongqing,2026-07-01,LT,20.0,C,29.9,0.0,0.0015,0.0,NO,-0.0185,0.0015,12857.257156999996
Chongqing,2026-07-01,BUCKET,21.0,C,29.9,0.0,0.0015,0.0,NO,-0.0185,0.0015,14640.250778000001
Chongqing,2026-07-01,BUCKET,22.0,C,29.9,0.0,0.0035,0.0,NO,-0.0165,0.0035,5159.999120999998
Chongqing,2026-07-01,BUCKET,23.0,C,29.9,0.0001,0.0065,0.0,NO,-0.0135,0.0065,7173.165132
Chongqing,2026-07-01,BUCKET,24.0,C,29.9,0.0007,0.0075,0.0,NO,-0.0125,0.0075,5084.838140000001
Chongqing,2026-07-01,BUCKET,25.0,C,29.9,0.0041,0.0205,0.0,NO,0.0005,0.0205,23909.854204
Chongqing,2026-07-01,BUCKET,26.0,C,29.9,0.0179,0.0845,0.0,NO,0.0645,0.0845,8176.926021000001
Chongqing,2026-07-01,BUCKET,27.0,C,29.9,0.0563,0.23,0.0,NO,0.21,0.23,18613.007258
Chongqing,2026-07-01,BUCKET,28.0,C,29.9,0.1261,0.295,0.0,NO,0.275,0.295,9251.192693
Chongqing,2026-07-01,BUCKET,29.0,C,29.9,0.2019,0.245,0.0,NO,0.225,0.245,38593.436059
Chongqing,2026-07-01,GT,30.0,C,29.9,0.593,0.165,1.0,YES,0.815,0.835,28942.172577999987
Seattle,2026-07-01,LT,59.0,F,66.6,0.0102,0.0075,0.0,YES,-0.0275,-0.0075,1746.7626769999995
Seattle,2026-07-01,BUCKET,60.0,F,66.6,0.0129,0.0275,0.0,NO,0.0075,0.0275,2198.3501010000155
Seattle,2026-07-01,BUCKET,62.0,F,66.6,0.0424,0.075,1.0,NO,-0.945,-0.925,8465.303118999998
Seattle,2026-07-01,BUCKET,64.0,F,66.6,0.0908,0.245,0.0,NO,0.225,0.245,5466.300609999997
Seattle,2026-07-01,BUCKET,66.0,F,66.6,0.1273,0.41,0.0,NO,0.39,0.41,13037.753806000004
Seattle,2026-07-01,BUCKET,68.0,F,66.6,0.117,0.195,0.0,NO,0.175,0.195,4275.611266999999
Seattle,2026-07-01,BUCKET,70.0,F,66.6,0.0704,0.043,0.0,YES,-0.063,-0.043,4203.846017999999
Seattle,2026-07-01,BUCKET,72.0,F,66.6,0.0277,0.0125,0.0,YES,-0.0325,-0.0125,3925.656833000001
Seattle,2026-07-01,BUCKET,74.0,F,66.6,0.0072,0.0075,0.0,NO,-0.0125,0.0075,4100.035372
Seattle,2026-07-01,BUCKET,76.0,F,66.6,0.0012,0.0045,0.0,NO,-0.0155,0.0045,4015.707543
Seattle,2026-07-01,GT,78.0,F,66.6,0.0002,0.003,0.0,NO,-0.017,0.003,3465.582525
Atlanta,2026-07-01,LT,85.0,F,91.8,0.0198,0.0025,0.0,YES,-0.0225,-0.0025,994.6371439999999
Atlanta,2026-07-01,BUCKET,86.0,F,91.8,0.0219,0.0075,0.0,YES,-0.0275,-0.0075,2948.5652029999997
Atlanta,2026-07-01,BUCKET,88.0,F,91.8,0.0604,0.033,0.0,YES,-0.053,-0.033,3299.3277049999992
Atlanta,2026-07-01,BUCKET,90.0,F,91.8,0.1093,0.075,0.0,YES,-0.095,-0.075,8427.179099
Atlanta,2026-07-01,BUCKET,92.0,F,91.8,0.1295,0.265,0.0,NO,0.245,0.265,5649.769991999999
Atlanta,2026-07-01,BUCKET,94.0,F,91.8,0.1005,0.415,1.0,NO,-0.605,-0.585,8035.930933000006
Atlanta,2026-07-01,BUCKET,96.0,F,91.8,0.051,0.15,0.0,NO,0.13,0.15,7022.824000000003
Atlanta,2026-07-01,BUCKET,98.0,F,91.8,0.017,0.032,0.0,NO,0.012,0.032,3266.6039420000016
Atlanta,2026-07-01,BUCKET,100.0,F,91.8,0.0037,0.0105,0.0,NO,-0.0095,0.0105,3016.526707
Atlanta,2026-07-01,BUCKET,102.0,F,91.8,0.0005,0.006,0.0,NO,-0.014,0.006,3984.088364
Atlanta,2026-07-01,GT,104.0,F,91.8,0.0001,0.0065,0.0,NO,-0.0135,0.0065,2412.659886
Shanghai,2026-07-01,LT,21.0,C,26.3,0.0024,0.0035,0.0,NO,-0.0165,0.0035,30861.89217900001
Shanghai,2026-07-01,BUCKET,22.0,C,26.3,0.0103,0.0045,0.0,YES,-0.0245,-0.0045,22116.832064999995
Shanghai,2026-07-01,BUCKET,23.0,C,26.3,0.0371,0.0125,0.0,YES,-0.0325,-0.0125,34352.88882700001
Shanghai,2026-07-01,BUCKET,24.0,C,26.3,0.0951,0.0555,0.0,YES,-0.0755,-0.0555,59362.868875000015
Shanghai,2026-07-01,BUCKET,25.0,C,26.3,0.1741,0.24,0.0,NO,0.22,0.24,82652.001163
Shanghai,2026-07-01,BUCKET,26.0,C,26.3,0.2279,0.39,1.0,NO,-0.63,-0.61,63564.74940299999
Shanghai,2026-07-01,BUCKET,27.0,C,26.3,0.213,0.235,0.0,NO,0.215,0.235,28193.859763000044
Shanghai,2026-07-01,BUCKET,28.0,C,26.3,0.1423,0.1,0.0,YES,-0.12,-0.1,21620.48404000001
Shanghai,2026-07-01,BUCKET,29.0,C,26.3,0.0679,0.0215,0.0,YES,-0.0415,-0.0215,17941.338151999982
Shanghai,2026-07-01,BUCKET,30.0,C,26.3,0.0231,0.0075,0.0,YES,-0.0275,-0.0075,8733.299819999997
Shanghai,2026-07-01,GT,31.0,C,26.3,0.0067,0.0045,0.0,YES,-0.0245,-0.0045,6637.860602999996
Miami,2026-07-01,LT,83.0,F,89.5,0.025,0.0065,0.0,YES,-0.0265,-0.0065,3656.4413299999997
Miami,2026-07-01,BUCKET,84.0,F,89.5,0.0262,0.005,0.0,YES,-0.025,-0.005,1842.178913
Miami,2026-07-01,BUCKET,86.0,F,89.5,0.0679,0.012,0.0,YES,-0.032,-0.012,2259.94581
Miami,2026-07-01,BUCKET,88.0,F,89.5,0.1152,0.08,0.0,YES,-0.1,-0.08,8675.454246
Miami,2026-07-01,BUCKET,90.0,F,89.5,0.1281,0.455,0.0,NO,0.435,0.455,13896.462279
Miami,2026-07-01,BUCKET,92.0,F,89.5,0.0932,0.375,1.0,NO,-0.645,-0.625,13152.552360000012
Miami,2026-07-01,BUCKET,94.0,F,89.5,0.0444,0.0905,0.0,NO,0.0705,0.0905,8146.490139000001
Miami,2026-07-01,BUCKET,96.0,F,89.5,0.0139,0.013,0.0,YES,-0.033,-0.013,4623.341996000002
Miami,2026-07-01,BUCKET,98.0,F,89.5,0.0028,0.0035,0.0,NO,-0.0165,0.0035,3752.825030000002
Miami,2026-07-01,BUCKET,100.0,F,89.5,0.0004,0.0035,0.0,NO,-0.0165,0.0035,4394.872742
Miami,2026-07-01,GT,102.0,F,89.5,0.0,0.002,0.0,NO,-0.018,0.002,867.402
London,2026-07-01,LT,21.0,C,25.3,0.0127,0.003,0.0,YES,-0.023,-0.003,2785.3963400000007
London,2026-07-01,BUCKET,22.0,C,25.3,0.0371,0.004,0.0,YES,-0.024,-0.004,5592.999884000001
London,2026-07-01,BUCKET,23.0,C,25.3,0.0951,0.0175,0.0,YES,-0.0375,-0.0175,14637.960972
London,2026-07-01,BUCKET,24.0,C,25.3,0.1741,0.155,0.0,YES,-0.175,-0.155,23545.65575600001
London,2026-07-01,BUCKET,25.0,C,25.3,0.2279,0.36,0.0,NO,0.34,0.36,22319.881501999993
London,2026-07-01,BUCKET,26.0,C,25.3,0.213,0.335,1.0,NO,-0.685,-0.665,29535.620586999987
London,2026-07-01,BUCKET,27.0,C,25.3,0.1423,0.14,0.0,YES,-0.16,-0.14,19194.72784100001
London,2026-07-01,BUCKET,28.0,C,25.3,0.0679,0.022,0.0,YES,-0.042,-0.022,10907.535732000002
London,2026-07-01,BUCKET,29.0,C,25.3,0.0231,0.003,0.0,YES,-0.023,-0.003,4026.7784730000003
London,2026-07-01,BUCKET,30.0,C,25.3,0.0056,0.0015,0.0,YES,-0.0215,-0.0015,2428.475224
London,2026-07-01,GT,31.0,C,25.3,0.0011,0.002,0.0,NO,-0.018,0.002,3526.3786170000003
Dallas,2026-07-01,LT,91.0,F,97.5,0.025,0.0085,0.0,YES,-0.0285,-0.0085,1371.5448259999998
Dallas,2026-07-01,BUCKET,92.0,F,97.5,0.0262,0.0465,0.0,NO,0.0265,0.0465,39032.114367999995
Dallas,2026-07-01,BUCKET,94.0,F,97.5,0.0679,0.31,1.0,NO,-0.71,-0.69,17792.856515000014
Dallas,2026-07-01,BUCKET,96.0,F,97.5,0.1152,0.405,0.0,NO,0.385,0.405,16033.910763000003
Dallas,2026-07-01,BUCKET,98.0,F,97.5,0.1281,0.14,0.0,NO,0.12,0.14,7863.962440000001
